metric,file,name,value,line
cognitive,src/19_RiskMeasures/19_PowerNormXatRisk.jl,"r",0,608
cognitive,src/19_RiskMeasures/19_PowerNormXatRisk.jl,"risk_input_kind",0,614
cognitive,src/19_RiskMeasures/19_PowerNormXatRisk.jl,"risk_input_kind",0,615
cognitive,src/19_RiskMeasures/19_PowerNormXatRisk.jl,"risk_input_kind",0,616
cognitive,src/19_RiskMeasures/19_PowerNormXatRisk.jl,"risk_input_kind",0,617
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"MaxRiskMeasureSettings",0,56
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"MaxRiskMeasureSettings",1,62
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"Skewness",2,189
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"Skewness",1,205
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"resolve_deferred_quantities",7,233
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"deferred_slots",0,255
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"bigger_is_better",0,266
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"factory",1,281
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"factory",1,300
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"port_opt_view",0,319
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"port_opt_view",0,337
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"no_risk_expr_risk_measure",0,355
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"no_bounds_no_risk_expr_risk_measure",0,372
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"bounds_risk_measure",0,389
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"moment_risk",2,395
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"r",0,402
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"r",0,407
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"r",0,410
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"r",0,416
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"VarianceSkewKurtosis",0,552
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"VarianceSkewKurtosis",1,562
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"r",0,568
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"resolve_deferred_quantities",4,590
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"deferred_slots",0,616
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"factory",1,630
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"risk_input_kind",0,639
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"risk_input_kind",0,640
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"supports_precomputed_returns",0,655
cognitive,src/19_RiskMeasures/20_VarianceSkewKurtosis.jl,"supports_precomputed_returns",0,667
cognitive,src/19_RiskMeasures/21_GenericValueatRiskRange.jl,"GenericValueatRiskRange",0,134
cognitive,src/19_RiskMeasures/21_GenericValueatRiskRange.jl,"GenericValueatRiskRange",1,141
cognitive,src/19_RiskMeasures/21_GenericValueatRiskRange.jl,"r",0,146
cognitive,src/19_RiskMeasures/21_GenericValueatRiskRange.jl,"risk_input_kind",0,151
cognitive,src/19_RiskMeasures/22_RatioRiskMeasure.jl,"RiskRatio",0,81
cognitive,src/19_RiskMeasures/22_RatioRiskMeasure.jl,"RiskRatio",1,85
cognitive,src/19_RiskMeasures/22_RatioRiskMeasure.jl,"NonOptimisationRiskRatio",2,172
cognitive,src/19_RiskMeasures/22_RatioRiskMeasure.jl,"NonOptimisationRiskRatio",1,188
cognitive,src/19_RiskMeasures/23_EqualRiskMeasure.jl,"EqualRisk",0,68
cognitive,src/19_RiskMeasures/23_EqualRiskMeasure.jl,"EqualRisk",1,72
cognitive,src/19_RiskMeasures/23_EqualRiskMeasure.jl,"EqualRisk",0,76
cognitive,src/19_RiskMeasures/23_EqualRiskMeasure.jl,"risk_input_kind",0,81
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"MedianAbsoluteDeviation",2,162
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"MedianAbsoluteDeviation",1,177
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"resolve_deferred_quantities",1,198
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"deferred_slots",0,207
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"nothing_scalar_array_view",0,220
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"calc_moment_target",0,250
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"calc_moment_target",0,254
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"calc_moment_target",0,259
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"calc_moment_target",0,263
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"calc_moment_target",0,269
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"calc_moment_target",0,273
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"calc_moment_target",0,277
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"calc_deviations_vec",0,292
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"calc_deviations_vec",0,311
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"moment_risk",0,314
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"r",0,317
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"r",0,320
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"risk_input_kind",0,324
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"weight_independent_target",0,337
cognitive,src/19_RiskMeasures/24_MedianAbsoluteDeviationRisk.jl,"supports_precomputed_returns",0,352
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"MeanReturn",0,97
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"MeanReturn",1,103
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"r",3,108
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"MeanReturnRiskRatio",1,196
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"MeanReturnRiskRatio",1,209
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"needs_previous_weights",1,229
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"ThirdCentralMoment",1,329
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"ThirdCentralMoment",1,338
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"resolve_deferred_quantities",1,355
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"deferred_slots",0,363
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"calc_moment_target",0,404
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"calc_moment_target",0,407
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"calc_moment_target",0,411
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"calc_moment_target",0,414
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"calc_moment_target",0,417
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"calc_deviations_vec",0,431
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"calc_deviations_vec",0,452
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"moment_risk",2,455
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"r",0,460
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"r",0,465
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"r",0,468
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"r",0,473
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"risk_input_kind",0,479
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"risk_input_kind",0,480
cognitive,src/19_RiskMeasures/25_NonOptimisationRiskMeasures.jl,"supports_precomputed_returns",0,495
cognitive,src/19_RiskMeasures/26_AdjustRiskContributions.jl,"adjust_risk_contribution",0,100
cognitive,src/19_RiskMeasures/26_AdjustRiskContributions.jl,"adjust_risk_contribution",0,103
cognitive,src/19_RiskMeasures/26_AdjustRiskContributions.jl,"adjust_risk_contribution",0,106
cognitive,src/19_RiskMeasures/26_AdjustRiskContributions.jl,"adjust_risk_contribution",0,109
cognitive,src/19_RiskMeasures/26_AdjustRiskContributions.jl,"adjust_risk_contribution",0,112
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk",1,73
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk",1,105
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk",0,111
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk",0,115
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk",0,119
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"supports_precomputed_returns",2,136
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"supports_precomputed_returns",2,152
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk",1,159
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk",1,164
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk",1,169
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"r",0,184
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"r",0,187
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"r",0,191
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"resolve_risk_inputs",0,211
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"resolve_risk_inputs",0,214
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"resolve_risk_inputs",0,217
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"original_returns",0,242
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"original_returns",0,245
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"original_returns",0,248
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"resolve_factor_risk_inputs",0,266
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"resolve_factor_regression",4,305
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk",1,317
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk",1,325
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk",1,329
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk",1,332
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk_from_returns",1,353
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk_from_returns",1,372
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"expected_risk_from_returns",1,390
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"number_effective_assets",0,429
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"adjusted_risk",0,459
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"adjusted_risk",0,463
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"risk_contribution",2,536
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"factor_risk_contribution",2,624
cognitive,src/19_RiskMeasures/27_ExpectedRisk.jl,"rolling_window_measure",0,666
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"no_bounds_risk_measure",0,1
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"no_bounds_no_risk_expr_risk_measure",0,6
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"no_risk_expr_risk_measure",0,9
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"unit_scale_risk_measure",2,14
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"bounds_risk_measure",0,25
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"no_bounds_risk_measure",0,30
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"no_bounds_no_risk_expr_risk_measure",0,33
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"no_risk_expr_risk_measure",0,36
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"unit_scale_risk_measure",0,39
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"bounds_risk_measure",0,42
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"no_bounds_risk_measure",0,66
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"no_bounds_no_risk_expr_risk_measure",0,90
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"no_risk_expr_risk_measure",0,113
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"bounds_risk_measure",0,136
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"unit_scale_risk_measure",0,0
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"measure_label",0,181
cognitive,src/19_RiskMeasures/28_RiskMeasureTools.jl,"measure_label",0,184
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"reset_time_dependent_estimator",0,53
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"pipe_route",2,103
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"pipe_accepts",0,124
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"unroutable_target",0,0
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"pipe_config_field",0,156
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"@pipe_delegates",4,177
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"route_sigma_ucs",7,215
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"@pipe_route_sigma_ucs",0,245
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"reset_time_dependent_estimator",0,277
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"factory",0,431
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_special_nco_requirements",0,455
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"factory",0,470
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"needs_previous_weights",0,493
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"needs_previous_weights",0,514
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"PreviousWeightsFunction",0,558
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"PreviousWeightsFunction",1,562
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"needs_previous_weights",0,565
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"TimeDependent",4,687
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"TimeDependent",0,705
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"TimeDependent",1,708
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"TimeDependentContext",0,909
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"TimeDependentContext",1,918
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"time_dependent_value",2,935
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"needs_previous_weights",4,956
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"time_dependent_entry_needs_previous_weights",0,979
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"time_dependent_entry_needs_previous_weights",0,982
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"time_dependent_entry_needs_previous_weights",0,987
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"time_dependent_entry_needs_previous_weights",0,990
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"time_dependent_entry_needs_previous_weights",0,993
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"port_opt_view",2,996
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"nothing_scalar_array_view",3,1015
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"inner_fold_fields",0,1039
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"time_dependent_candidate_fields",0,1057
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"entitled",1,1075
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"time_dependent_fields",4,1103
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_time_dependent_substitution",10,1129
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"time_dependent_stand_in",4,1170
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_time_dependent_fold_count",0,1195
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_time_dependent_fold_count",0,1198
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_time_dependent_fold_count",1,1201
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_time_dependent_fields_fold_count",1,1220
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"is_time_dependent",0,1238
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_time_dependent_fold_count",0,1241
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"update_time_dependent_estimator",0,1259
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"reset_time_dependent_estimator",0,1274
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"rebuild_estimator",0,1284
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"is_time_dependent",0,1310
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"is_time_dependent",0,1313
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"update_time_dependent_estimator",0,1339
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"update_time_dependent_estimator",0,1343
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"update_time_dependent_fields",1,1359
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"time_dependent_field_defaults",0,1382
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"time_dependent_reset_value",2,1398
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"reset_time_dependent_estimator",0,1423
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"reset_time_dependent_estimator",0,1426
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"reset_time_dependent_fields",1,1443
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"is_time_dependent",0,1464
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_time_dependent_optimiser",0,1479
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_time_dependent_optimiser",0,1482
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"update_time_dependent_estimator",3,1500
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_time_dependent_fold_count",6,1523
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"reset_time_dependent_estimator",2,1551
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"time_dependent_entries",3,1567
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_internal_optimiser",2,1575
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_external_optimiser",2,1581
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_special_nco_requirements",2,1587
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_no_nearest_bind_optimiser_schedule",1,1614
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_nearest_optimiser_schedule",2,1639
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"factory",1,1671
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"factory",3,1686
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_special_nco_requirements",0,1707
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"needs_previous_weights",0,1720
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"is_time_dependent",0,1733
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"update_time_dependent_estimator",1,1746
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_time_dependent_fold_count",2,1760
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"IterativeWeightFinaliser",0,1937
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"IterativeWeightFinaliser",1,1942
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"JuMPWeightFinaliser",1,2011
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"JuMPWeightFinaliser",1,2021
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"set_clustering_weight_finaliser_alg!",0,2045
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"set_clustering_weight_finaliser_alg!",0,2059
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"set_clustering_weight_finaliser_alg!",0,2072
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"set_clustering_weight_finaliser_alg!",0,2082
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"opt_weight_bounds",9,2116
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"opt_weight_bounds",10,2142
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"finalise_weight_bounds",2,2197
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"OptimisationSuccess",1,2240
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"OptimisationFailure",1,2277
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"port_opt_view",0,2302
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"port_opt_view",0,2318
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"port_opt_view",0,2321
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"port_opt_view",1,2334
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"optimise",0,2364
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"_optimise",0,0
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"optimise",7,2408
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"optimise",1,2437
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_internal_optimiser",0,2451
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"assert_external_optimiser",0,2465
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"extract_fees",2,2488
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"calc_net_returns",1,2510
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"calc_net_returns",1,2515
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"synthetic_asset_weights",2,2541
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"synthetic_asset_weights",3,2546
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"collapse_feature_matrix",0,2595
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"collapse_feature_matrix",2,2598
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"collapse_feature_matrix",6,2603
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"collapse_feature_matrix",0,2614
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"collapse_feature_matrix",0,2617
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"collapse_feature_matrix",1,2620
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"extract_pr",3,2642
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"expected_risk",1,2669
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"expected_risk",1,2674
cognitive,src/20_Optimisation/01_Base_Optimisation.jl,"needs_previous_weights",0,2691
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"Base.split",0,35
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"cv_nobs",0,152
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"cv_nobs",0,153
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"cv_timestamps",0,172
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"cv_timestamps",0,173
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"PredictionReturnsResult",30,303
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"PredictionReturnsResult",1,369
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"PredictionResult",0,431
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"PredictionResult",1,436
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"expected_risk",0,466
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"mapreduce_RetMtx",0,485
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"mapreduce_RetMtx",1,489
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"MultiPeriodPredictionResult",8,534
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"MultiPeriodPredictionResult",1,552
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"expected_risk",0,576
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"PopulationPredictionResult",0,629
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"PopulationPredictionResult",1,633
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"expected_risk",1,638
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"expected_risk",1,641
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"sort_by_measure",0,671
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"quantile_by_measure",3,706
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"reconstruct_rd",8,754
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"reconstruct_rd",10,775
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"StatsAPI.predict",0,834
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"fit_predict",0,860
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"StatsAPI.predict",0,864
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"StatsAPI.predict",0,871
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"fit_and_predict",0,905
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"fit_and_predict",1,909
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"sort_predictions!",0,944
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"sort_predictions!",1,949
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"cv_sequential_info",0,960
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"parallel_folds",1,975
cognitive,src/20_Optimisation/02_CrossValidation/01_Base_CrossValidation.jl,"run_folds",7,999
